Width,Times,Diff
2.249044326066016,0.33344448149383127,
4.989884349991216,0.6668889629876625,2.7408400239252004
4.947044191314724,1.000333444481494,-0.04284015867649238
4.943671506836085,1.333777925975325,-0.00337268447863881
4.943671506836085,1.6672224074691564,0.0
4.947044191314724,2.000666888962988,0.00337268447863881
4.943671506836085,2.334111370456819,-0.00337268447863881
4.947044191314724,2.66755585195065,0.00337268447863881
4.943671506836085,3.0010003334444812,-0.00337268447863881
4.943671506836085,3.334444814938313,0.0
4.993104964691259,3.6678892964321443,0.049433457855173835
4.993104964691259,4.001333777925976,0.0
4.989884349991216,4.3347782594198065,-0.0032206147000426455
4.989884349991216,4.668222740913638,0.0
4.943671506836085,5.001667222407469,-0.04621284315513119
4.943671506836085,5.3351117039013,0.0
4.989884349991216,5.668556185395132,0.04621284315513119
4.943671506836085,6.0020006668889625,-0.04621284315513119
4.993104964691259,6.335445148382794,0.049433457855173835
4.993104964691259,6.668889629876626,0.0
4.989884349991216,7.002334111370457,-0.0032206147000426455
4.989884349991216,7.335778592864289,0.0
4.993104964691259,7.669223074358119,0.0032206147000426455
4.993104964691259,8.002667555851952,0.0
4.970339753918247,8.336112037345782,-0.02276521077301208
4.993104964691259,8.669556518839613,0.02276521077301208
4.98665332940977,9.003001000333445,-0.006451635281488954
4.989884349991216,9.336445481827276,0.003231020581446309
4.989884349991216,9.669889963321108,0.0
4.993104964691259,10.003334444814937,0.0032206147000426455
4.993104964691259,10.336778926308769,0.0
4.989884349991216,10.6702234078026,-0.0032206147000426455
4.970339753918247,11.003667889296432,-0.019544596072969433
4.98665332940977,11.337112370790264,0.016313575491523125
4.967044858021394,11.670556852284093,-0.01960847138837618
4.983411835485599,12.004001333777925,0.016366977464205235
4.970339753918247,12.337445815271757,-0.013072081567352178
4.967044858021394,12.670890296765588,-0.003294895896853056
4.9604223172609005,13.00433477825942,-0.006622540760493401
4.967044858021394,13.337779259753251,0.006622540760493401
4.970339753918247,13.671223741247083,0.003294895896853056
4.993104964691259,14.004668222740914,0.02276521077301208
4.9604223172609005,14.338112704234746,-0.032682647430358536
4.9402874088518445,14.671557185728577,-0.020134908409056074
4.930065854780307,15.005001667222407,-0.010221554071537575
4.936891819850707,15.338446148716239,0.0068259650703996755
4.957094527168226,15.671890630210068,0.020202707317519497
4.970339753918247,16.005335111703904,0.013245226750020933
4.970339753918247,16.33877959319773,0.0
4.970339753918247,16.672224074691563,0.0
4.970339753918247,17.005668556185395,0.0
4.973623829119437,17.339113037679226,0.0032840752011900065
4.970339753918247,17.672557519173058,-0.0032840752011900065
4.970339753918247,18.00600200066689,0.0
4.970339753918247,18.33944648216072,0.0
4.970339753918247,18.672890963654552,0.0
4.970339753918247,19.006335445148384,0.0
4.970339753918247,19.339779926642215,0.0
4.993104964691259,19.673224408136047,0.02276521077301208
4.993104964691259,20.006668889629875,0.0
4.993104964691259,20.340113371123707,0.0
4.970339753918247,20.673557852617538,-0.02276521077301208
-0.7466879474879751,47.68256085361787,-5.717027701406222
