Width,Times
1.7382187023000253,0.33344448149383127
2.7190479553117513,0.6668889629876625
1.8923693821272836,1.000333444481494
2.1436838104081897,1.333777925975325
1.8923693821272836,1.6672224074691564
2.620607882498499,2.000666888962988
2.7190479553117513,2.334111370456819
2.9168736986416715,2.66755585195065
2.1436838104081897,3.0010003334444812
0.3519243411801346,3.6678892964321443
2.749819613978505,4.3347782594198065
1.961362253614235,5.001667222407469
2.1977510316784654,5.3351117039013
0.3519243411801346,6.668889629876626
2.9668841192163327,7.335778592864289
0.8627499649461252,9.003001000333445
2.1977510316784654,9.336445481827276
2.585516562687229,10.6702234078026
2.8642299651562495,11.003667889296432
2.8086601140014387,12.004001333777925
2.8086601140014387,13.671223741247083
2.9168736986416715,14.004668222740914
2.249044326066016,14.671557185728577
2.4313658828599705,15.671890630210068
2.3443545058703408,16.005335111703904
-0.7466879474879751,16.672224074691563
1.04507152174008,17.339113037679226
1.04507152174008,18.33944648216072
-0.7466879474879751,22.674224741580527
-0.7466879474879751,23.341113704568187
-0.7466879474879751,23.674558186062022
-0.7466879474879751,24.00800266755585
-0.7466879474879751,24.341447149049685
-0.7466879474879751,24.674891630543513
2.836830990968135,25.008336112037348
2.836830990968135,25.67522507502501
2.836830990968135,26.00866955651884
2.836830990968135,26.34211403801267
-0.7466879474879751,26.675558519506502
2.9168736986416715,27.00900300100033
2.1977510316784654,31.01033677892631
2.65450943417418,31.343781260420137
1.1992222015673382,31.677225741913972
2.2978344902354477,32.01067022340781
2.836830990968135,32.344114704901635
2.9168736986416715,32.67755918639546
1.961362253614235,33.0110036678893
2.4313658828599705,33.344448149383126
2.4313658828599705,33.677892630876954
1.7382187023000253,34.344781593864624
2.3888062684411744,34.67822607535845
2.7190479553117513,35.01167055685228
-0.7466879474879751,35.67855951983995
2.7190479553117513,36.34544848282761
1.8923693821272836,38.346115371790596
2.511408590533507,38.67955985328443
1.1992222015673382,39.01300433477826
1.8923693821272836,39.346448816272094
2.585516562687229,40.01333777925975
2.9421915066259614,41.347115705235076
2.086525396568241,42.6808936312104
2.585516562687229,43.01433811270424
1.5558971455060706,43.347782594198065
2.1977510316784654,44.34811603867956
-0.7466879474879751,44.68156052017339
1.1992222015673382,45.01500500166723
2.7796725771281863,46.01533844614872
2.0259007747518063,46.682227409136374
2.549148918516354,51.01700566855619
-0.0535407669280298,51.68389463154384
2.7190479553117513,54.01800600200066
2.620607882498499,54.351450483494496
2.749819613978505,55.018339446482166
2.8086601140014387,55.35178392797599
-0.7466879474879751,56.01867289096366
2.4721878773802257,56.352117372457485
2.585516562687229,56.68556185395131
2.3443545058703408,57.35245081693898
2.7796725771281863,57.68589529843281
2.511408590533507,58.01933977992664
2.4721878773802257,58.352784261420474
1.6512073253103954,59.01967322440813
1.8923693821272836,59.353117705901965
1.04507152174008,60.35345115038346
1.1992222015673382,62.35411803934645
2.687299256997171,62.687562520840274
2.9168736986416715,63.02100700233411
2.086525396568241,63.354451483827944
2.3443545058703408,63.68789596532177
2.3888062684411744,64.02134044681561
-0.7466879474879751,64.35478492830944
2.0259007747518063,64.68822940980327
1.04507152174008,65.68856285428475
1.8182614099735617,66.0220073357786
2.511408590533507,66.35545181727242
2.8086601140014387,66.68889629876625
2.4721878773802257,67.0223407802601
3.3964467789035577,67.35578526175391
2.086525396568241,68.02267422474158
3.037501686430286,68.68956318772925
2.990981670795393,69.3564521507169
2.585516562687229,69.68989663221075
-0.7466879474879751,70.02334111370456
2.511408590533507,70.69023007669223
2.7796725771281863,71.02367455818606
2.4313658828599705,71.3571190396799
2.749819613978505,71.69056352117373
3.1451323506226516,72.02400800266756
3.278663743247174,72.35745248416139
3.364185916685336,72.69089696565521
3.427699322407662,73.02434144714904
3.543771493660416,73.35778592864288
3.610020879201617,73.69123041013671
3.8684325693532844,74.02467489163054
3.6959633090023414,74.35811937312438
3.796606834782029,74.69156385461821
3.838279531182597,75.02500833611204
3.916751146624092,75.35845281760587
3.9806998712243655,75.6918972990997
3.9537924183044413,76.02534178059354
3.9895105009065204,76.35878626208736
4.032435545623555,76.69223074358119
4.073593618117061,77.02567522507503
4.105342316431642,77.35911970656886
4.128509375713176,77.69256418806268
4.187785985642717,78.02600866955652
4.120846502967607,78.35945315105035
4.187785985642717,78.69289763254419
4.216156682771932,79.02634211403802
4.230045794932599,79.35978659553184
4.216156682771932,79.69323107702569
4.263947346608281,80.0266755585195
4.290264654925654,80.36012004001333
4.322216254732257,80.69356452150717
4.340908387744409,81.027009003001
4.353178480336223,81.36045348449483
4.37130586492878,81.69389796598867
4.389110489562286,82.0273424474825
4.479058726225226,82.36078692897634
4.418098026435539,82.69423141047015
4.45180908377785,83.02767589196398
4.462798205353446,83.36112037345782
4.479058726225226,83.69456485495165
4.484420669366611,84.02800933644548
4.521170211575353,84.36145381793932
4.516002241416911,84.69489829943315
4.526311611075772,85.02834278092696
4.536515781250014,85.3617872624208
4.5516294190600615,85.69523174391463
4.571432046356241,86.02867622540847
4.600419583229494,86.3621207069023
4.600419583229494,86.69556518839613
4.6098983271840375,87.02900966988997
4.605170185988092,87.3624541513838
4.605170185988092,87.69589863287761
4.600419583229494,88.02934311437146
4.595646304476836,88.36278759586529
4.595646304476836,88.69623207735911
4.590850132213343,89.02967655885296
4.586030845777394,89.36312104034678
4.586030845777394,89.69656552184061
4.581188221301606,90.03001000333445
4.576322031650433,90.36345448482827
4.571432046356241,90.69689896632211
4.566518031553812,91.03034344781594
4.566518031553812,91.36378792930977
4.561579749913229,91.69723241080361
4.556616960571101,92.03067689229744
4.5516294190600615,92.36412137379126
4.54157908320656,92.69756585528509
4.54157908320656,93.03101033677892
4.531426711742542,93.36445481827275
4.536515781250014,93.69789929976659
4.526311611075772,94.03134378126042
4.521170211575353,94.36478826275426
4.516002241416911,94.69823274424809
4.510807424539807,95.03167722574192
4.505585480558655,95.36512170723574
4.495059067571668,95.69856618872957
4.495059067571668,96.0320106702234
4.484420669366611,96.36545515171724
4.479058726225226,96.69889963321107
4.46824781012101,97.0323441147049
4.462798205353446,97.36578859619874
4.45731873958882,97.69923307769257
4.446268903402236,98.0326775591864
4.446268903402236,98.36612204068022
