Width,Times,Diff
-0.07976496894279621,0.33344448149383127,
-0.07976496894279621,0.6668889629876625,0.0
-0.07976496894279621,1.000333444481494,0.0
-0.08338160941298471,1.333777925975325,-0.0036166404701885035
-0.08338160941298471,1.6672224074691564,0.0
-0.08338160941298471,2.000666888962988,0.0
-0.08338160941298471,2.334111370456819,0.0
-0.08338160941298471,2.66755585195065,0.0
-0.08338160941298471,3.0010003334444812,0.0
-0.08701137746356342,3.334444814938313,-0.0036297680505787133
-0.08701137746356342,3.6678892964321443,0.0
-0.08701137746356342,4.001333777925976,0.0
-0.08338160941298471,4.3347782594198065,0.0036297680505787133
-0.08701137746356342,4.668222740913638,-0.0036297680505787133
-0.0906543687420645,5.001667222407469,-0.0036429912785010815
-0.0906543687420645,5.3351117039013,0.0
-0.0906543687420645,5.668556185395132,0.0
-0.0906543687420645,6.0020006668889625,0.0
-0.0906543687420645,6.335445148382794,0.0
-0.0906543687420645,6.668889629876626,0.0
-0.0906543687420645,7.002334111370457,0.0
-0.0906543687420645,7.335778592864289,0.0
-0.094310679945175,7.669223074358119,-0.003656311203110496
-0.0979804088341373,8.002667555851952,-0.0036697288889623036
-0.0979804088341373,8.336112037345782,0.0
-0.0979804088341373,8.669556518839613,0.0
-0.0979804088341373,9.003001000333445,0.0
-0.0979804088341373,9.336445481827276,0.0
-0.10166365425043386,9.669889963321108,-0.0036832454162965544
-0.10166365425043386,10.003334444814937,0.0
-0.10166365425043386,10.336778926308769,0.0
-0.10166365425043386,10.6702234078026,0.0
-0.10166365425043386,11.003667889296432,0.0
-0.10166365425043386,11.337112370790264,0.0
-0.10166365425043386,11.670556852284093,0.0
-0.10536051613175988,12.004001333777925,-0.0036968618813260218
-0.10536051613175988,12.337445815271757,0.0
-0.10907109552829566,12.670890296765588,-0.003710579396535782
-0.10907109552829566,13.00433477825942,0.0
-0.10907109552829566,13.337779259753251,0.0
-0.10907109552829566,13.671223741247083,0.0
-0.10907109552829566,14.004668222740914,0.0
-0.10907109552829566,14.338112704234746,0.0
-0.10907109552829566,14.671557185728577,0.0
-0.11279549461927799,15.005001667222407,-0.003724399090982322
-0.11653381672988526,15.338446148716239,-0.0037383221106072756
-0.11653381672988526,15.671890630210068,0.0
-0.11653381672988526,16.005335111703904,0.0
-0.11653381672988526,16.33877959319773,0.0
-0.11653381672988526,16.672224074691563,0.0
-0.11653381672988526,17.005668556185395,0.0
-0.1202861663484356,17.339113037679226,-0.003752349618550338
-0.1202861663484356,17.672557519173058,0.0
-0.12405264914391248,18.00600200066689,-0.0037664827954768804
-0.12405264914391248,18.33944648216072,0.0
-0.12405264914391248,18.672890963654552,0.0
-0.12405264914391248,19.006335445148384,0.0
-0.12783337198381853,19.339779926642215,-0.0037807228399060477
-0.12783337198381853,19.673224408136047,0.0
-0.13162844295237017,20.006668889629875,-0.0037950709685516393
-0.13162844295237017,20.340113371123707,0.0
-0.13162844295237017,20.673557852617538,0.0
-0.13162844295237017,21.00700233411137,0.0
-0.13162844295237017,21.3404468156052,0.0
-0.13543797136903787,21.673891297099033,-0.003809528416667707
-0.13926206780744133,22.007335778592864,-0.0038240964384034515
-0.13926206780744133,22.340780260086696,0.0
-0.13926206780744133,22.674224741580527,0.0
-0.13926206780744133,23.00766922307436,0.0
-0.13926206780744133,23.341113704568187,0.0
-0.13926206780744133,23.674558186062022,0.0
-0.146954413430597,24.00800266755585,-0.007692345623155683
-0.15470639023491498,24.341447149049685,-0.007751976804317967
-0.17039298640261444,24.674891630543513,-0.015686596167699463
-0.17039298640261444,25.008336112037348,0.0
-0.17039298640261444,25.341780593531176,0.0
-0.16644820811159808,25.67522507502501,0.00394477829101636
-0.1625189299717085,26.00866955651884,0.00392927813988958
-0.16644820811159808,26.34211403801267,-0.00392927813988958
-0.16644820811159808,26.675558519506502,0.0
-0.1625189299717085,27.00900300100033,0.00392927813988958
-0.15860503065057216,27.342447482494165,0.003913899321136338
-0.15082289020851733,27.675891963987993,0.00778214044205483
-0.146954413430597,28.00933644548183,0.003868476777920321
-0.13162844295237017,28.342780926975657,0.015325970478226841
-0.1202861663484356,28.67622540846949,0.011342276603934567
-0.10907109552829566,29.00966988996332,0.011215070820139936
-0.10536051613175988,29.343114371457155,0.003710579396535782
-0.0979804088341373,29.676558852950983,0.007380107297622576
-0.0906543687420645,30.010003334444814,0.0073260400920728
-0.0906543687420645,30.343447815938646,0.0
-0.0906543687420645,30.676892297432477,0.0
-0.0906543687420645,31.01033677892631,0.0
-0.0979804088341373,31.343781260420137,-0.0073260400920728
-0.10536051613175988,31.677225741913972,-0.007380107297622576
-0.1202861663484356,32.01067022340781,-0.014925650216675718
-0.13162844295237017,32.344114704901635,-0.011342276603934567
-0.146954413430597,32.67755918639546,-0.015325970478226841
-0.17039298640261444,33.0110036678893,-0.02343857297201743
-0.18232155726788826,33.344448149383126,-0.011928570865273824
-0.20252426458540765,33.677892630876954,-0.020202707317519386
-0.21898554163947967,34.01133711237079,-0.01646127705407202
-0.23995067010452464,34.344781593864624,-0.020965128465044974
-0.2570451034638248,34.67822607535845,-0.017094433359300165
-0.274436846175694,35.01167055685228,-0.017391742711869218
-0.28768207292571457,35.345115038346115,-0.013245226750020545
-0.3011050932578553,35.67855951983995,-0.013423020332140712
-0.31471074531363397,36.01200400133378,-0.013605652055778683
-0.32850406744596977,36.34544848282761,-0.013793322132335806
-0.34249030942070957,36.67889296432144,-0.0139862419747398
-0.3566749444126659,37.01233744581527,-0.014184634991956324
-0.3662443954288166,37.345781927309105,-0.009569451016150698
-0.38566248128591823,37.67922640880293,-0.01941808585710164
-0.405465108582098,38.01267089029677,-0.019802627296179764
-0.41551544443559946,38.346115371790596,-0.010050335853501458
-0.4410922862252492,38.67955985328443,-0.02557684178964975
-0.4673405123001855,39.01300433477826,-0.026248226074936265
-0.4888467175211491,39.346448816272094,-0.021506205220963637
-0.5219989248380494,39.67989329776592,-0.03315220731690033
-0.5447271759156056,40.01333777925975,-0.02272825107755616
-0.5798184957268758,40.346782260753585,-0.03509131981127023
-0.6161861398977506,40.68022674224741,-0.03636764417087479
-0.6475366697818267,41.01367122374125,-0.03135052988407605
-0.6799019542838585,41.347115705235076,-0.0323652845020318
-0.7201758534217984,41.68056018672891,-0.040273899137939884
-0.7550225847519664,42.01400466822274,-0.034846731330168024
-0.8059426751792232,42.347449149716574,-0.05092009042725687
-0.8675005681786567,42.6808936312104,-0.06155789299943348
-0.9246589820186053,43.01433811270424,-0.057158413839948574
-0.9852836038350402,43.347782594198065,-0.06062462181643491
-1.0498221249726112,43.6812270756919,-0.06453852113757097
-1.0986122891420433,44.01467155718573,-0.04879016416943216
-1.1929229686132847,44.34811603867956,-0.09431067947124139
-1.3343346226631132,44.68156052017339,-0.14141165404982847
-1.4411025980888192,45.01500500166723,-0.10676797542570604
-1.5293952052344977,45.348449483161055,-0.08829260714567844
-1.609437912908034,45.68189396465488,-0.08004270767353638
-1.733490561578013,46.01533844614872,-0.1240526486699789
-1.8325814642222438,46.348782927642546,-0.09909090264423082
-1.8751410786410396,46.682227409136374,-0.042559614418795855
-1.897119985359815,47.01567189063021,-0.02197890671877545
